Team,Opponent,Team_Score,Opponent_Score
ATLETICO MADRID,OSASUNA,1.0,0.0
ATHLETIC BILBAO,GETAFE,2.0,2.0
XEREZ,TENERIFE,2.0,1.0
DEPORTIVO LA CORUNA,VALLADOLID,0.0,2.0
REAL MADRID,SPORTING GIJON,3.0,1.0
ESPANYOL,SEVILLA,2.0,0.0
OSASUNA,RACING SANTANDER,1.0,3.0
MALLORCA,ATLETICO MADRID,4.0,1.0
MALAGA,VILLARREAL,2.0,0.0
VALENCIA,ALMERIA,2.0,0.0
ZARAGOZA,BARCELONA,2.0,4.0
SPORTING GIJON,DEPORTIVO LA CORUNA,2.0,1.0
SEVILLA,XEREZ,1.0,1.0
ALMERIA,ZARAGOZA,1.0,0.0
VALLADOLID,ESPANYOL,0.0,0.0
TENERIFE,VILLARREAL,2.0,2.0
RACING SANTANDER,MALLORCA,0.0,0.0
BARCELONA,OSASUNA,2.0,0.0
VALENCIA,MALAGA,1.0,0.0
GETAFE,REAL MADRID,2.0,4.0
ATLETICO MADRID,ATHLETIC BILBAO,2.0,0.0
MALAGA,TENERIFE,1.0,1.0
MALLORCA,BARCELONA,0.0,1.0
ZARAGOZA,VALENCIA,3.0,0.0
OSASUNA,ALMERIA,1.0,0.0
ESPANYOL,SPORTING GIJON,0.0,0.0
XEREZ,VALLADOLID,3.0,0.0
DEPORTIVO LA CORUNA,GETAFE,1.0,3.0
VILLARREAL,SEVILLA,3.0,0.0
REAL MADRID,ATLETICO MADRID,3.0,2.0
ATHLETIC BILBAO,RACING SANTANDER,4.0,3.0
ZARAGOZA,MALAGA,2.0,0.0
BARCELONA,ATHLETIC BILBAO,4.0,1.0
SEVILLA,TENERIFE,3.0,0.0
GETAFE,ESPANYOL,1.0,1.0
VALLADOLID,VILLARREAL,0.0,2.0
SPORTING GIJON,XEREZ,2.0,2.0
ALMERIA,MALLORCA,1.0,1.0
VALENCIA,OSASUNA,3.0,0.0
RACING SANTANDER,REAL MADRID,0.0,2.0
ATLETICO MADRID,DEPORTIVO LA CORUNA,3.0,0.0
MALAGA,SEVILLA,1.0,2.0
TENERIFE,VALLADOLID,0.0,0.0
VILLARREAL,SPORTING GIJON,1.0,0.0
XEREZ,GETAFE,0.0,1.0
REAL MADRID,BARCELONA,0.0,2.0
DEPORTIVO LA CORUNA,RACING SANTANDER,1.0,1.0
ATHLETIC BILBAO,ALMERIA,4.0,1.0
OSASUNA,ZARAGOZA,2.0,0.0
ESPANYOL,ATLETICO MADRID,3.0,0.0
MALLORCA,VALENCIA,3.0,2.0
SPORTING GIJON,TENERIFE,0.0,2.0
VALLADOLID,SEVILLA,2.0,1.0
GETAFE,VILLARREAL,3.0,0.0
ATLETICO MADRID,XEREZ,1.0,2.0
RACING SANTANDER,ESPANYOL,3.0,1.0
ZARAGOZA,MALLORCA,1.0,1.0
OSASUNA,MALAGA,2.0,2.0
BARCELONA,DEPORTIVO LA CORUNA,3.0,0.0
ALMERIA,REAL MADRID,1.0,2.0
VALENCIA,ATHLETIC BILBAO,2.0,0.0
SEVILLA,SPORTING GIJON,3.0,0.0
ESPANYOL,BARCELONA,0.0,0.0
VILLARREAL,ATLETICO MADRID,2.0,1.0
TENERIFE,GETAFE,3.0,2.0
MALAGA,VALLADOLID,0.0,0.0
DEPORTIVO LA CORUNA,ALMERIA,0.0,0.0
XEREZ,RACING SANTANDER,2.0,2.0
ATHLETIC BILBAO,ZARAGOZA,0.0,0.0
REAL MADRID,VALENCIA,2.0,0.0
MALLORCA,OSASUNA,2.0,0.0
BARCELONA,XEREZ,3.0,1.0
ZARAGOZA,REAL MADRID,1.0,2.0
VALENCIA,DEPORTIVO LA CORUNA,1.0,0.0
SPORTING GIJON,VALLADOLID,0.0,2.0
RACING SANTANDER,VILLARREAL,1.0,2.0
ALMERIA,ESPANYOL,0.0,1.0
MALLORCA,MALAGA,1.0,1.0
ATLETICO MADRID,TENERIFE,3.0,1.0
GETAFE,SEVILLA,4.0,3.0
OSASUNA,ATHLETIC BILBAO,0.0,0.0
MALAGA,SPORTING GIJON,1.0,1.0
VALLADOLID,GETAFE,0.0,0.0
XEREZ,ALMERIA,2.0,1.0
TENERIFE,RACING SANTANDER,2.0,1.0
DEPORTIVO LA CORUNA,ZARAGOZA,0.0,1.0
ESPANYOL,VALENCIA,0.0,2.0
VILLARREAL,BARCELONA,1.0,4.0
SEVILLA,ATLETICO MADRID,3.0,1.0
REAL MADRID,OSASUNA,3.0,2.0
ATHLETIC BILBAO,MALLORCA,1.0,3.0
GETAFE,SPORTING GIJON,1.0,1.0
BARCELONA,TENERIFE,4.0,1.0
ALMERIA,VILLARREAL,4.0,2.0
VALENCIA,XEREZ,3.0,1.0
ATHLETIC BILBAO,MALAGA,1.0,1.0
OSASUNA,DEPORTIVO LA CORUNA,3.0,1.0
ATLETICO MADRID,VALLADOLID,3.0,1.0
RACING SANTANDER,SEVILLA,1.0,5.0
ZARAGOZA,ESPANYOL,1.0,0.0
MALLORCA,REAL MADRID,1.0,4.0
VALLADOLID,RACING SANTANDER,2.0,1.0
SEVILLA,BARCELONA,2.0,3.0
GETAFE,MALAGA,2.0,1.0
SPORTING GIJON,ATLETICO MADRID,1.0,1.0
XEREZ,ZARAGOZA,3.0,2.0
TENERIFE,ALMERIA,2.0,2.0
VILLARREAL,VALENCIA,2.0,0.0
ESPANYOL,OSASUNA,2.0,1.0
DEPORTIVO LA CORUNA,MALLORCA,1.0,0.0
REAL MADRID,ATHLETIC BILBAO,5.0,1.0
ATHLETIC BILBAO,DEPORTIVO LA CORUNA,2.0,0.0
ATLETICO MADRID,GETAFE,0.0,3.0
ZARAGOZA,VILLARREAL,3.0,3.0
ALMERIA,SEVILLA,2.0,3.0
MALLORCA,ESPANYOL,2.0,0.0
OSASUNA,XEREZ,1.0,1.0
RACING SANTANDER,SPORTING GIJON,2.0,0.0
VALENCIA,TENERIFE,1.0,0.0
BARCELONA,VALLADOLID,4.0,0.0
MALAGA,REAL MADRID,1.0,1.0
HERCULES,ATHLETIC BILBAO,0.0,1.0
MALAGA,VALENCIA,1.0,3.0
LEVANTE,SEVILLA,1.0,4.0
DEPORTIVO LA CORUNA,ZARAGOZA,0.0,0.0
REAL SOCIEDAD,VILLARREAL,1.0,0.0
OSASUNA,ALMERIA,0.0,0.0
ESPANYOL,GETAFE,3.0,1.0
RACING SANTANDER,BARCELONA,0.0,3.0
MALLORCA,REAL MADRID,0.0,0.0
ATLETICO MADRID,SPORTING GIJON,4.0,0.0
BARCELONA,HERCULES,0.0,2.0
VALENCIA,RACING SANTANDER,1.0,0.0
REAL MADRID,OSASUNA,1.0,0.0
ATHLETIC BILBAO,ATLETICO MADRID,1.0,2.0
SPORTING GIJON,MALLORCA,2.0,0.0
GETAFE,LEVANTE,4.0,1.0
ZARAGOZA,MALAGA,3.0,5.0
VILLARREAL,ESPANYOL,4.0,0.0
SEVILLA,DEPORTIVO LA CORUNA,0.0,0.0
ALMERIA,REAL SOCIEDAD,2.0,2.0
ESPANYOL,ALMERIA,1.0,0.0
MALLORCA,OSASUNA,2.0,0.0
SPORTING GIJON,ATHLETIC BILBAO,2.0,2.0
REAL SOCIEDAD,REAL MADRID,1.0,2.0
LEVANTE,VILLARREAL,1.0,2.0
HERCULES,VALENCIA,1.0,2.0
RACING SANTANDER,ZARAGOZA,2.0,0.0
ATLETICO MADRID,BARCELONA,1.0,2.0
MALAGA,SEVILLA,1.0,2.0
DEPORTIVO LA CORUNA,GETAFE,2.0,2.0
OSASUNA,REAL SOCIEDAD,3.0,1.0
ATHLETIC BILBAO,MALLORCA,3.0,0.0
REAL MADRID,ESPANYOL,3.0,0.0
ALMERIA,LEVANTE,0.0,1.0
BARCELONA,SPORTING GIJON,1.0,0.0
ZARAGOZA,HERCULES,0.0,0.0
VALENCIA,ATLETICO MADRID,1.0,1.0
GETAFE,MALAGA,0.0,2.0
VILLARREAL,DEPORTIVO LA CORUNA,1.0,0.0
SEVILLA,RACING SANTANDER,1.0,1.0
SPORTING GIJON,VALENCIA,0.0,2.0
LEVANTE,REAL MADRID,0.0,0.0
ATHLETIC BILBAO,BARCELONA,1.0,3.0
MALLORCA,REAL SOCIEDAD,2.0,0.0
DEPORTIVO LA CORUNA,ALMERIA,0.0,2.0
ESPANYOL,OSASUNA,1.0,0.0
RACING SANTANDER,GETAFE,0.0,1.0
HERCULES,SEVILLA,2.0,0.0
ATLETICO MADRID,ZARAGOZA,1.0,0.0
MALAGA,VILLARREAL,2.0,3.0
ZARAGOZA,SPORTING GIJON,2.0,2.0
REAL SOCIEDAD,ESPANYOL,1.0,0.0
VALENCIA,ATHLETIC BILBAO,2.0,1.0
ALMERIA,MALAGA,1.0,1.0
OSASUNA,LEVANTE,1.0,1.0
SEVILLA,ATLETICO MADRID,3.0,1.0
GETAFE,HERCULES,3.0,0.0
VILLARREAL,RACING SANTANDER,2.0,0.0
BARCELONA,MALLORCA,1.0,1.0
REAL MADRID,DEPORTIVO LA CORUNA,6.0,1.0
ATLETICO MADRID,GETAFE,2.0,0.0
BARCELONA,VALENCIA,2.0,1.0
MALAGA,REAL MADRID,1.0,4.0
DEPORTIVO LA CORUNA,OSASUNA,0.0,0.0
LEVANTE,REAL SOCIEDAD,2.0,1.0
RACING SANTANDER,ALMERIA,1.0,0.0
MALLORCA,ESPANYOL,0.0,1.0
ATHLETIC BILBAO,ZARAGOZA,2.0,1.0
SPORTING GIJON,SEVILLA,2.0,0.0
HERCULES,VILLARREAL,2.0,2.0
ZARAGOZA,BARCELONA,0.0,2.0
REAL MADRID,RACING SANTANDER,6.0,1.0
VALENCIA,MALLORCA,1.0,2.0
OSASUNA,MALAGA,3.0,0.0
GETAFE,SPORTING GIJON,3.0,0.0
ALMERIA,HERCULES,1.0,1.0
ESPANYOL,LEVANTE,2.0,1.0
SEVILLA,ATHLETIC BILBAO,4.0,3.0
VILLARREAL,ATLETICO MADRID,2.0,0.0
REAL SOCIEDAD,DEPORTIVO LA CORUNA,3.0,0.0
VALENCIA,ZARAGOZA,1.0,1.0
HERCULES,REAL MADRID,1.0,3.0
BARCELONA,SEVILLA,5.0,0.0
MALAGA,REAL SOCIEDAD,1.0,2.0
DEPORTIVO LA CORUNA,ESPANYOL,3.0,0.0
SPORTING GIJON,VILLARREAL,1.0,1.0
RACING SANTANDER,OSASUNA,4.0,1.0
ATLETICO MADRID,ALMERIA,1.0,1.0
ATHLETIC BILBAO,GETAFE,3.0,0.0
MALLORCA,LEVANTE,2.0,1.0
REAL SOCIEDAD,RACING SANTANDER,1.0,0.0
ESPANYOL,MALAGA,1.0,0.0
ZARAGOZA,MALLORCA,3.0,2.0
VILLARREAL,ATHLETIC BILBAO,4.0,1.0
ALMERIA,SPORTING GIJON,1.0,1.0
OSASUNA,HERCULES,3.0,0.0
LEVANTE,DEPORTIVO LA CORUNA,1.0,2.0
GETAFE,BARCELONA,1.0,3.0
REAL MADRID,ATLETICO MADRID,2.0,0.0
SEVILLA,VALENCIA,2.0,0.0
ATHLETIC BILBAO,ALMERIA,1.0,0.0
ATLETICO MADRID,OSASUNA,3.0,0.0
BARCELONA,VILLARREAL,3.0,1.0
MALAGA,LEVANTE,1.0,0.0
MALLORCA,DEPORTIVO LA CORUNA,0.0,0.0
HERCULES,REAL SOCIEDAD,2.0,1.0
RACING SANTANDER,ESPANYOL,0.0,0.0
ZARAGOZA,SEVILLA,1.0,2.0
SPORTING GIJON,REAL MADRID,0.0,1.0
VALENCIA,GETAFE,2.0,0.0
VILLARREAL,VALENCIA,1.0,1.0
ALMERIA,BARCELONA,0.0,8.0
REAL MADRID,ATHLETIC BILBAO,5.0,1.0
LEVANTE,RACING SANTANDER,3.0,1.0
DEPORTIVO LA CORUNA,MALAGA,3.0,0.0
OSASUNA,SPORTING GIJON,1.0,0.0
ESPANYOL,HERCULES,3.0,0.0
SEVILLA,MALLORCA,1.0,2.0
REAL SOCIEDAD,ATLETICO MADRID,2.0,4.0
GETAFE,ZARAGOZA,1.0,1.0
ZARAGOZA,VILLARREAL,0.0,3.0
SEVILLA,GETAFE,1.0,3.0
ATLETICO MADRID,ESPANYOL,2.0,3.0
MALLORCA,MALAGA,2.0,0.0
SPORTING GIJON,REAL SOCIEDAD,1.0,3.0
HERCULES,LEVANTE,3.0,1.0
RACING SANTANDER,DEPORTIVO LA CORUNA,1.0,0.0
ATHLETIC BILBAO,OSASUNA,1.0,0.0
VALENCIA,ALMERIA,2.0,1.0
BARCELONA,REAL MADRID,5.0,0.0
LEVANTE,ATLETICO MADRID,2.0,0.0
OSASUNA,BARCELONA,0.0,3.0
REAL MADRID,VALENCIA,2.0,0.0
GETAFE,MALLORCA,3.0,0.0
ALMERIA,ZARAGOZA,1.0,1.0
MALAGA,RACING SANTANDER,4.0,1.0
ESPANYOL,SPORTING GIJON,1.0,0.0
VILLARREAL,SEVILLA,1.0,0.0
REAL SOCIEDAD,ATHLETIC BILBAO,2.0,0.0
DEPORTIVO LA CORUNA,HERCULES,1.0,0.0
GETAFE,VILLARREAL,1.0,0.0
SEVILLA,ALMERIA,1.0,3.0
ATLETICO MADRID,DEPORTIVO LA CORUNA,2.0,0.0
SPORTING GIJON,LEVANTE,1.0,1.0
HERCULES,MALAGA,4.0,1.0
MALLORCA,RACING SANTANDER,0.0,1.0
ATHLETIC BILBAO,ESPANYOL,2.0,1.0
ZARAGOZA,REAL MADRID,1.0,3.0
BARCELONA,REAL SOCIEDAD,5.0,0.0
VALENCIA,OSASUNA,3.0,3.0
LEVANTE,ATHLETIC BILBAO,1.0,2.0
DEPORTIVO LA CORUNA,SPORTING GIJON,1.0,1.0
VILLARREAL,MALLORCA,3.0,1.0
ESPANYOL,BARCELONA,1.0,5.0
REAL SOCIEDAD,VALENCIA,1.0,2.0
OSASUNA,ZARAGOZA,0.0,0.0
ALMERIA,GETAFE,2.0,3.0
MALAGA,ATLETICO MADRID,0.0,3.0
REAL MADRID,SEVILLA,1.0,0.0
RACING SANTANDER,HERCULES,0.0,0.0
ATHLETIC BILBAO,DEPORTIVO LA CORUNA,1.0,2.0
BARCELONA,LEVANTE,2.0,1.0
SPORTING GIJON,MALAGA,1.0,2.0
SEVILLA,OSASUNA,1.0,0.0
VALENCIA,ESPANYOL,2.0,1.0
VILLARREAL,ALMERIA,2.0,0.0
ATLETICO MADRID,RACING SANTANDER,0.0,0.0
ZARAGOZA,REAL SOCIEDAD,2.0,1.0
MALLORCA,HERCULES,3.0,0.0
GETAFE,REAL MADRID,2.0,3.0
MALAGA,ATHLETIC BILBAO,1.0,1.0
REAL SOCIEDAD,SEVILLA,2.0,3.0
DEPORTIVO LA CORUNA,BARCELONA,0.0,4.0
RACING SANTANDER,SPORTING GIJON,1.0,1.0
OSASUNA,GETAFE,0.0,0.0
ESPANYOL,ZARAGOZA,4.0,0.0
MALLORCA,ALMERIA,4.0,1.0
REAL MADRID,VILLARREAL,4.0,2.0
LEVANTE,VALENCIA,0.0,1.0
HERCULES,ATLETICO MADRID,4.0,1.0
SPORTING GIJON,HERCULES,2.0,0.0
GETAFE,REAL SOCIEDAD,0.0,4.0
VILLARREAL,OSASUNA,4.0,2.0
ZARAGOZA,LEVANTE,1.0,0.0
ATHLETIC BILBAO,RACING SANTANDER,2.0,1.0
SEVILLA,ESPANYOL,1.0,2.0
VALENCIA,DEPORTIVO LA CORUNA,2.0,0.0
ALMERIA,REAL MADRID,1.0,1.0
BARCELONA,MALAGA,4.0,1.0
ATLETICO MADRID,MALLORCA,3.0,0.0
SEVILLA,LEVANTE,4.0,1.0
BARCELONA,RACING SANTANDER,3.0,0.0
VALENCIA,MALAGA,4.0,3.0
ALMERIA,OSASUNA,3.0,2.0
ZARAGOZA,DEPORTIVO LA CORUNA,1.0,0.0
GETAFE,ESPANYOL,1.0,3.0
SPORTING GIJON,ATLETICO MADRID,1.0,0.0
REAL MADRID,MALLORCA,1.0,0.0
VILLARREAL,REAL SOCIEDAD,2.0,1.0
ATHLETIC BILBAO,HERCULES,3.0,0.0
REAL SOCIEDAD,ALMERIA,2.0,0.0
MALAGA,ZARAGOZA,1.0,2.0
MALLORCA,SPORTING GIJON,0.0,4.0
LEVANTE,GETAFE,2.0,0.0
HERCULES,BARCELONA,0.0,3.0
DEPORTIVO LA CORUNA,SEVILLA,3.0,3.0
ATLETICO MADRID,ATHLETIC BILBAO,0.0,2.0
OSASUNA,REAL MADRID,1.0,0.0
ESPANYOL,VILLARREAL,0.0,1.0
RACING SANTANDER,VALENCIA,1.0,1.0
OSASUNA,MALLORCA,1.0,1.0
ZARAGOZA,RACING SANTANDER,1.0,1.0
GETAFE,DEPORTIVO LA CORUNA,4.0,1.0
ATHLETIC BILBAO,SPORTING GIJON,3.0,0.0
ALMERIA,ESPANYOL,3.0,2.0
VILLARREAL,LEVANTE,0.0,1.0
BARCELONA,ATLETICO MADRID,3.0,0.0
SEVILLA,MALAGA,0.0,0.0
REAL MADRID,REAL SOCIEDAD,4.0,1.0
VALENCIA,HERCULES,2.0,0.0
ATLETICO MADRID,VALENCIA,1.0,2.0
SPORTING GIJON,BARCELONA,1.0,1.0
RACING SANTANDER,SEVILLA,3.0,2.0
REAL SOCIEDAD,OSASUNA,1.0,0.0
HERCULES,ZARAGOZA,2.0,1.0
MALAGA,GETAFE,2.0,2.0
LEVANTE,ALMERIA,1.0,0.0
DEPORTIVO LA CORUNA,VILLARREAL,1.0,0.0
ESPANYOL,REAL MADRID,0.0,1.0
MALLORCA,ATHLETIC BILBAO,1.0,0.0
VALENCIA,SPORTING GIJON,0.0,0.0
REAL MADRID,LEVANTE,2.0,0.0
ZARAGOZA,ATLETICO MADRID,0.0,1.0
OSASUNA,ESPANYOL,4.0,0.0
GETAFE,RACING SANTANDER,0.0,1.0
VILLARREAL,MALAGA,1.0,1.0
ALMERIA,DEPORTIVO LA CORUNA,1.0,1.0
SEVILLA,HERCULES,1.0,0.0
BARCELONA,ATHLETIC BILBAO,2.0,1.0
REAL SOCIEDAD,MALLORCA,1.0,0.0
SPORTING GIJON,ZARAGOZA,0.0,0.0
ATLETICO MADRID,SEVILLA,2.0,2.0
ESPANYOL,REAL SOCIEDAD,4.0,1.0
MALLORCA,BARCELONA,0.0,3.0
DEPORTIVO LA CORUNA,REAL MADRID,0.0,0.0
HERCULES,GETAFE,0.0,0.0
LEVANTE,OSASUNA,2.0,1.0
RACING SANTANDER,VILLARREAL,2.0,2.0
ATHLETIC BILBAO,VALENCIA,1.0,2.0
MALAGA,ALMERIA,3.0,1.0
ESPANYOL,MALLORCA,1.0,2.0
SEVILLA,SPORTING GIJON,3.0,0.0
GETAFE,ATLETICO MADRID,1.0,1.0
VILLARREAL,HERCULES,1.0,0.0
OSASUNA,DEPORTIVO LA CORUNA,0.0,0.0
REAL SOCIEDAD,LEVANTE,1.0,1.0
ZARAGOZA,ATHLETIC BILBAO,2.0,1.0
VALENCIA,BARCELONA,0.0,1.0
ALMERIA,RACING SANTANDER,1.0,1.0
REAL MADRID,MALAGA,7.0,0.0
MALLORCA,VALENCIA,1.0,2.0
BARCELONA,ZARAGOZA,1.0,0.0
ATLETICO MADRID,VILLARREAL,3.0,1.0
SPORTING GIJON,GETAFE,2.0,0.0
LEVANTE,ESPANYOL,1.0,0.0
HERCULES,ALMERIA,1.0,2.0
MALAGA,OSASUNA,0.0,1.0
ATHLETIC BILBAO,SEVILLA,2.0,0.0
RACING SANTANDER,REAL MADRID,1.0,3.0
DEPORTIVO LA CORUNA,REAL SOCIEDAD,2.0,1.0
ALMERIA,ATLETICO MADRID,2.0,2.0
REAL MADRID,HERCULES,2.0,0.0
ZARAGOZA,VALENCIA,4.0,0.0
OSASUNA,RACING SANTANDER,3.0,1.0
REAL SOCIEDAD,MALAGA,0.0,2.0
ESPANYOL,DEPORTIVO LA CORUNA,2.0,0.0
LEVANTE,MALLORCA,1.0,1.0
VILLARREAL,SPORTING GIJON,1.0,1.0
SEVILLA,BARCELONA,1.0,1.0
GETAFE,ATHLETIC BILBAO,2.0,2.0
MALLORCA,ZARAGOZA,1.0,0.0
BARCELONA,GETAFE,2.0,1.0
ATLETICO MADRID,REAL MADRID,1.0,2.0
HERCULES,OSASUNA,0.0,4.0
RACING SANTANDER,REAL SOCIEDAD,2.0,1.0
MALAGA,ESPANYOL,2.0,0.0
DEPORTIVO LA CORUNA,LEVANTE,0.0,1.0
SPORTING GIJON,ALMERIA,1.0,0.0
ATHLETIC BILBAO,VILLARREAL,0.0,1.0
VALENCIA,SEVILLA,0.0,1.0
REAL MADRID,SPORTING GIJON,0.0,1.0
GETAFE,VALENCIA,2.0,4.0
VILLARREAL,BARCELONA,0.0,1.0
ESPANYOL,RACING SANTANDER,1.0,2.0
LEVANTE,MALAGA,3.0,1.0
DEPORTIVO LA CORUNA,MALLORCA,2.0,1.0
REAL SOCIEDAD,HERCULES,1.0,3.0
SEVILLA,ZARAGOZA,3.0,1.0
OSASUNA,ATLETICO MADRID,2.0,3.0
ALMERIA,ATHLETIC BILBAO,1.0,3.0
ATHLETIC BILBAO,REAL MADRID,0.0,3.0
BARCELONA,ALMERIA,3.0,1.0
MALLORCA,SEVILLA,2.0,2.0
SPORTING GIJON,OSASUNA,1.0,0.0
RACING SANTANDER,LEVANTE,1.0,1.0
HERCULES,ESPANYOL,0.0,0.0
MALAGA,DEPORTIVO LA CORUNA,0.0,0.0
ATLETICO MADRID,REAL SOCIEDAD,3.0,0.0
VALENCIA,VILLARREAL,5.0,0.0
ZARAGOZA,GETAFE,2.0,1.0
MALAGA,MALLORCA,3.0,0.0
GETAFE,SEVILLA,1.0,0.0
ALMERIA,VALENCIA,0.0,3.0
REAL MADRID,BARCELONA,1.0,1.0
LEVANTE,HERCULES,2.0,1.0
DEPORTIVO LA CORUNA,RACING SANTANDER,2.0,0.0
REAL SOCIEDAD,SPORTING GIJON,2.0,1.0
OSASUNA,ATHLETIC BILBAO,1.0,2.0
ESPANYOL,ATLETICO MADRID,2.0,2.0
VILLARREAL,ZARAGOZA,1.0,0.0
VALENCIA,REAL MADRID,3.0,6.0
BARCELONA,OSASUNA,2.0,0.0
ATHLETIC BILBAO,REAL SOCIEDAD,2.0,1.0
SPORTING GIJON,ESPANYOL,1.0,0.0
HERCULES,DEPORTIVO LA CORUNA,1.0,0.0
MALLORCA,GETAFE,2.0,0.0
RACING SANTANDER,MALAGA,1.0,2.0
ATLETICO MADRID,LEVANTE,4.0,1.0
SEVILLA,VILLARREAL,3.0,2.0
ZARAGOZA,ALMERIA,1.0,0.0
REAL MADRID,ZARAGOZA,2.0,3.0
REAL SOCIEDAD,BARCELONA,2.0,1.0
DEPORTIVO LA CORUNA,ATLETICO MADRID,0.0,1.0
ALMERIA,SEVILLA,0.0,1.0
MALAGA,HERCULES,3.0,1.0
RACING SANTANDER,MALLORCA,2.0,0.0
LEVANTE,SPORTING GIJON,0.0,0.0
VILLARREAL,GETAFE,2.0,1.0
OSASUNA,VALENCIA,1.0,0.0
ESPANYOL,ATHLETIC BILBAO,2.0,1.0
GETAFE,ALMERIA,2.0,0.0
HERCULES,RACING SANTANDER,2.0,3.0
SPORTING GIJON,DEPORTIVO LA CORUNA,2.0,2.0
VALENCIA,REAL SOCIEDAD,3.0,0.0
ATHLETIC BILBAO,LEVANTE,3.0,2.0
ATLETICO MADRID,MALAGA,0.0,3.0
SEVILLA,REAL MADRID,2.0,6.0
MALLORCA,VILLARREAL,0.0,0.0
BARCELONA,ESPANYOL,2.0,0.0
ZARAGOZA,OSASUNA,1.0,3.0
DEPORTIVO LA CORUNA,ATHLETIC BILBAO,2.0,1.0
MALAGA,SPORTING GIJON,2.0,0.0
RACING SANTANDER,ATLETICO MADRID,2.0,1.0
REAL MADRID,GETAFE,4.0,0.0
REAL SOCIEDAD,ZARAGOZA,2.0,1.0
LEVANTE,BARCELONA,1.0,1.0
ALMERIA,VILLARREAL,0.0,0.0
HERCULES,MALLORCA,2.0,2.0
ESPANYOL,VALENCIA,2.0,2.0
OSASUNA,SEVILLA,3.0,2.0
ATHLETIC BILBAO,MALAGA,1.0,1.0
SPORTING GIJON,RACING SANTANDER,2.0,1.0
BARCELONA,DEPORTIVO LA CORUNA,0.0,0.0
ALMERIA,MALLORCA,3.0,1.0
VILLARREAL,REAL MADRID,1.0,3.0
GETAFE,OSASUNA,2.0,0.0
ZARAGOZA,ESPANYOL,1.0,0.0
VALENCIA,LEVANTE,0.0,0.0
SEVILLA,REAL SOCIEDAD,3.0,1.0
ATLETICO MADRID,HERCULES,2.0,1.0
MALAGA,BARCELONA,1.0,3.0
REAL MADRID,ALMERIA,8.0,1.0
HERCULES,SPORTING GIJON,0.0,0.0
REAL SOCIEDAD,GETAFE,1.0,1.0
LEVANTE,ZARAGOZA,1.0,2.0
ESPANYOL,SEVILLA,2.0,3.0
OSASUNA,VILLARREAL,1.0,0.0
RACING SANTANDER,ATHLETIC BILBAO,1.0,2.0
DEPORTIVO LA CORUNA,VALENCIA,0.0,2.0
MALLORCA,ATLETICO MADRID,3.0,4.0
SPORTING GIJON,REAL SOCIEDAD,1.0,2.0
VALENCIA,RACING SANTANDER,4.0,3.0
GRANADA CF,BETIS,0.0,1.0
ATLETICO MADRID,OSASUNA,0.0,0.0
ATHLETIC BILBAO,RAYO VALLECANO,1.0,1.0
MALLORCA,ESPANYOL,1.0,0.0
GETAFE,LEVANTE,1.0,1.0
ZARAGOZA,REAL MADRID,0.0,6.0
SEVILLA,MALAGA,2.0,1.0
BARCELONA,VILLARREAL,5.0,0.0
REAL SOCIEDAD,BARCELONA,2.0,2.0
VILLARREAL,SEVILLA,2.0,2.0
REAL MADRID,GETAFE,4.0,2.0
VALENCIA,ATLETICO MADRID,1.0,0.0
BETIS,MALLORCA,1.0,0.0
RACING SANTANDER,LEVANTE,0.0,0.0
OSASUNA,SPORTING GIJON,2.0,1.0
RAYO VALLECANO,ZARAGOZA,0.0,0.0
ESPANYOL,ATHLETIC BILBAO,2.0,1.0
MALAGA,GRANADA CF,4.0,0.0
SPORTING GIJON,VALENCIA,0.0,1.0
GRANADA CF,VILLARREAL,1.0,0.0
MALLORCA,MALAGA,0.0,1.0
BARCELONA,OSASUNA,8.0,0.0
SEVILLA,REAL SOCIEDAD,1.0,0.0
GETAFE,RAYO VALLECANO,0.0,1.0
ZARAGOZA,ESPANYOL,2.0,1.0
ATLETICO MADRID,RACING SANTANDER,4.0,0.0
LEVANTE,REAL MADRID,1.0,0.0
ATHLETIC BILBAO,BETIS,2.0,3.0
OSASUNA,SEVILLA,0.0,0.0
REAL SOCIEDAD,GRANADA CF,1.0,0.0
VILLARREAL,MALLORCA,2.0,0.0
MALAGA,ATHLETIC BILBAO,1.0,0.0
RAYO VALLECANO,LEVANTE,1.0,2.0
RACING SANTANDER,REAL MADRID,0.0,0.0
ATLETICO MADRID,SPORTING GIJON,4.0,0.0
VALENCIA,BARCELONA,2.0,2.0
ESPANYOL,GETAFE,1.0,0.0
BETIS,ZARAGOZA,4.0,3.0
SEVILLA,VALENCIA,1.0,0.0
ATHLETIC BILBAO,VILLARREAL,1.0,1.0
REAL MADRID,RAYO VALLECANO,6.0,2.0
BARCELONA,ATLETICO MADRID,5.0,0.0
MALLORCA,REAL SOCIEDAD,2.0,1.0
LEVANTE,ESPANYOL,3.0,1.0
GRANADA CF,OSASUNA,1.0,1.0
SPORTING GIJON,RACING SANTANDER,0.0,0.0
ZARAGOZA,MALAGA,0.0,0.0
GETAFE,BETIS,1.0,0.0
OSASUNA,MALLORCA,2.0,2.0
RACING SANTANDER,RAYO VALLECANO,1.0,1.0
VILLARREAL,ZARAGOZA,2.0,2.0
VALENCIA,GRANADA CF,1.0,0.0
MALAGA,GETAFE,3.0,2.0
REAL SOCIEDAD,ATHLETIC BILBAO,1.0,2.0
